LandmarkID,Name,Functn,Structure,EditBy,EditDate,Location 1,EditState
7000653,Lady Byrd Hat Company,"5110: Theater, dance, or music establishment",2612: Mill-type factory structures,georgeae,09/05/2007 11:09:18 AM,"(37.53344225, -77.4339777299999)",complete
7001409,Riverside on the James Condo Tower,1000: Residence or accommodation functions,1200: Multifamily structures,georgeae,09/05/2007 11:08:49 AM,"(37.53354412, -77.4366308)",complete
7001410,Riverside on the James Office Tower,2410: Professional services,2100: Office or bank building,georgeae,09/05/2007 11:08:42 AM,"(37.53338817, -77.4379060899999)",complete
7001419,William Smith Morton Library,6130: Colleges and Universities,4300: Library building,georgeae,09/04/2007 02:05:04 PM,"(37.57890667, -77.44703576)",complete
7001617,Oliver Hill Courts Building,6221: Courts,3800: Other community structures,georgeae,09/04/2007 11:34:07 AM,"(37.5482913399999, -77.42475693)",complete
7001616,Juvenile Detention Center,6222: Correctional institutions,"4600: Jails, penitentiaries, detention centers, and other correctional facilities",georgeae,09/04/2007 11:34:04 AM,"(37.54919503, -77.42450444)",complete
7000342,City Jail,6222: Correctional institutions,"4600: Jails, penitentiaries, detention centers, and other correctional facilities",georgeae,09/04/2007 11:10:23 AM,"(37.54771342, -77.42339925)",complete
7000431,Richmond Ambulance Authority HQ,6430: Emergency response,4530: Emergency operation center,georgeae,09/04/2007 11:06:31 AM,"(37.56538013, -77.4606949599999)",complete
7000394,Metropolitan Community Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,09/04/2007 11:04:16 AM,"(37.55738601, -77.4687482199999)",complete
7000392,Boulevard United Methodist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,09/04/2007 11:00:52 AM,"(37.55684499, -77.4728369599999)",complete
7001613,Logan House,1000: Residence or accommodation functions,1100: Single-family buildings,rosewl,09/01/2007 12:35:08 PM,"(37.54669366, -77.4478802499999)",complete
7001612,Park Plaza At Belvidere,1000: Residence or accommodation functions,1200: Multifamily structures,rosewl,09/01/2007 12:32:05 PM,"(37.54660168, -77.44840639)",complete
7001611,Pace Student Center,6130: Colleges and Universities,,rosewl,09/01/2007 12:24:58 PM,"(37.5479944499999, -77.4496021799999)",incomplete
7001459,Montrose Heights Soccer Field,"5370: Fitness, recreational sports, gym, or athletic club",6980: Other installed recreational or athletic equipment,georgeae,08/30/2007 02:01:04 PM,"(37.5233906599999, -77.3948865899999)",complete
7000108,New Beginning Tabernacle,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 01:59:49 PM,"(37.4680316999999, -77.48503653)",complete
7000274,Stony Point Shopping Center,2100: Retail sales or service,2510: Neighborhood center (convenience with one or more anchors),georgeae,08/30/2007 01:59:12 PM,"(37.5388023699999, -77.5641932)",complete
7000227,Parkway Shopping Center,2100: Retail sales or service,2510: Neighborhood center (convenience with one or more anchors),georgeae,08/30/2007 01:22:59 PM,"(37.5198337499999, -77.5123529499999)",complete
7000436,All Souls Presbyterian Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 01:20:21 PM,"(37.5648922199999, -77.43494449)",complete
7000509,All Saints Catholic School,6120: Grade schools,4210: Grade school,georgeae,08/30/2007 01:19:19 PM,"(37.5807321899999, -77.44318316)",complete
7000072,Mount Calvary Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 01:16:45 PM,"(37.5206378, -77.40357948)",complete
7000035,Calvary United Methodist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 12:06:10 PM,"(37.5143715999999, -77.3941951099999)",complete
7000648,Dominion Virginia Power Facility,4310: Electric power,2100: Office or bank building,georgeae,08/30/2007 12:00:18 PM,"(37.53401581, -77.4529811299999)",complete
7001437,Physical Plant Offices,6130: Colleges and Universities,4220: College or university facility,georgeae,08/30/2007 10:46:01 AM,"(37.5772665699999, -77.4529514599999)",complete
7000366,Community Church of God in Christ,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 10:42:47 AM,"(37.5525910699999, -77.4613073)",complete
7001407,Commonwealth Club,"6830: Civic, social, and fraternal organizations",1000: Residential buildings,georgeae,08/30/2007 10:39:31 AM,"(37.54577416, -77.4476748299999)",complete
7000127,Banton Street Pentecostal Holiness,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 10:33:50 AM,"(37.46555708, -77.4545202599999)",complete
7000184,All Saints Apostolic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 10:14:27 AM,"(37.49598374, -77.43504068)",complete
7001436,Advance Apartments,1000: Residence or accommodation functions,1120: Attached units,georgeae,08/30/2007 10:13:56 AM,"(37.5775594899999, -77.4518935499999)",complete
7001566,Moore Street Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 10:10:08 AM,"(37.5562802299999, -77.45196984)",complete
7000213,Adam Craig House,1100: Private household,1000: Residential buildings,georgeae,08/30/2007 10:00:21 AM,"(37.53441893, -77.4251763799999)",complete
7001602,A H Robins Research & Development,"2416: Research and development services (scientific, etc)",2615: Laboratory or specialized industrial facility,georgeae,08/30/2007 09:57:00 AM,"(37.5694246099999, -77.45051239)",complete
7000369,Bethany Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 09:56:18 AM,"(37.5526205999999, -77.44736451)",complete
7000646,American Heritage Building,1000: Residence or accommodation functions,2100: Office or bank building,georgeae,08/30/2007 09:55:20 AM,"(37.5373453099999, -77.43548327)",complete
7000595,Vulcan Rock Quarry,3330: Nonmetallic mineral products,,georgeae,08/30/2007 09:54:12 AM,"(37.5051976399999, -77.4223997699999)",complete
7000422,Matthew Fontaine Maury Monument,"5000: Arts, entertainment, and recreation","4700: Cemetery, monument, tombstone, or mausoleum",georgeae,08/30/2007 09:51:30 AM,"(37.56273807, -77.4749704599999)",complete
7000092,Flood Wall Overlook,"5000: Arts, entertainment, and recreation",9100: Not applicable to this dimension,georgeae,08/30/2007 09:50:50 AM,"(37.5285704599999, -77.4421488499999)",complete
7001449,Bon Air Water Tower,4331: Drinking water,"6250: Water tank (elevated, at grade, underground)",georgeae,08/30/2007 09:37:29 AM,"(37.5357186, -77.56086347)",complete
7000005,Fountain of Deliverance Outreach Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/30/2007 09:36:42 AM,"(37.5013375899999, -77.46906169)",complete
7000002,Cloverleaf Mall,2100: Retail sales or service,"2500: Malls, shopping centers, or collection of shops",georgeae,08/30/2007 09:30:34 AM,"(37.49872983, -77.52791213)",complete
7000185,McGuire Medical Center Helipad,6430: Emergency response,5640: Heliport facility,georgeae,08/30/2007 09:25:32 AM,"(37.4960914899999, -77.4623070199999)",complete
7000001,McGuire Veterans Affairs Medical Center,6500: Health and human services,4100: Medical facility,georgeae,08/30/2007 09:24:50 AM,"(37.4955732399999, -77.4659537999999)",complete
7000969,Pohlig Box Factory,1000: Residence or accommodation functions,2612: Mill-type factory structures,georgeae,08/30/2007 09:22:16 AM,"(37.5300107799999, -77.4208947599999)",complete
7001610,Superior Warehouse,1100: Private household,2611: Loft building,georgeae,08/30/2007 09:22:10 AM,"(37.53015072, -77.4211903)",complete
7000671,Westwood Playground,"5370: Fitness, recreational sports, gym, or athletic club",6940: Playground equipment,georgeae,08/30/2007 09:02:45 AM,"(37.57932093, -77.50959711)",complete
